timestamp,outcome,block_reason,regime,volatility,direction_60m,confidence_60m,direction_15m,confidence_15m,dual_alignment,conviction_score,impulse,follow_through,blended_score,threshold,threshold_delta,ml_weight,regime_samples,expectancy_samples,regime_transition,regime_transition_severity,spy_price
2026-03-02T09:47:35.690773-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.458,bearish,0.458,True,,,,,,,,,,,,
2026-03-02T09:48:35.735246-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.441,bearish,0.441,True,,,,,,,,,,,,
2026-03-02T09:49:35.779895-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.449,bearish,0.449,True,,,,,,,,,,,,
2026-03-02T09:50:35.823950-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.418,bearish,0.418,True,,,,,,,,,,,,
2026-03-02T09:51:35.868876-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.469,bearish,0.469,True,,,,,,,,,,,,
2026-03-02T09:52:35.916159-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.478,bearish,0.478,True,,,,,,,,,,,,
2026-03-02T09:53:35.961264-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.491,bearish,0.491,True,,,,,,,,,,,,
2026-03-02T09:54:36.006544-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.498,bearish,0.498,True,,,,,,,,,,,,
2026-03-02T09:55:36.052391-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.478,bearish,0.478,True,,,,,,,,,,,,
2026-03-02T09:56:36.618005-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.481,bearish,0.481,True,,,,,,,,,,,,
2026-03-02T09:57:36.662783-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.487,bearish,0.487,True,,,,,,,,,,,,
2026-03-02T09:58:36.707357-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.481,bearish,0.481,True,,,,,,,,,,,,
2026-03-02T09:59:36.752476-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.473,bearish,0.473,True,,,,,,,,,,,,
2026-03-02T10:00:36.948604-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.601,bullish,0.601,True,4,0.6779,0.75,0.6667,,,0.015,,,,,683.0
2026-03-02T10:01:37.160022-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.492,bullish,0.492,True,,,,,,,,,,,,
2026-03-02T10:02:37.564149-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.621,bullish,0.621,True,4,1.2039,0.75,0.6667,,,0.015,,,,,683.4
2026-03-02T10:03:37.803952-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.631,bullish,0.631,True,4,1.2169,0.75,0.6667,,,0.02,,,,,683.62
2026-03-02T10:04:38.188600-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.659,bullish,0.659,True,4,1.1909,0.75,0.6667,,,0.025,,,,,684.25
2026-03-02T10:05:38.561208-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.645,bullish,0.645,True,4,1.291,0.75,0.6667,,,0.03,,,,,684.17
2026-03-02T10:06:39.033876-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.651,bullish,0.651,True,4,1.1127,0.75,0.6667,,,0.035,,,,,684.32
2026-03-02T10:07:39.247668-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.639,bullish,0.639,True,4,0.7665,0.75,0.6667,,,0.035,,,,,684.34
2026-03-02T10:08:39.638240-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.676,bullish,0.676,True,4,0.8494,0.75,0.6667,,,0.035,,,,,684.77
2026-03-02T10:09:39.834509-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.669,bullish,0.669,True,4,0.8182,0.75,0.6667,,,0.04,,,,,684.7
2026-03-02T10:10:40.027776-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.643,bullish,0.643,True,2,0.8413,0.5,0.3333,,,0.04,,,,,684.29
2026-03-02T10:11:40.200932-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.656,bullish,0.656,True,2,0.783,0.5,0.3333,,,0.04,,,,,684.57
2026-03-02T10:12:40.384993-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.676,bullish,0.676,True,2,0.8108,0.5,0.3333,,,0.04,,,,,684.99
2026-03-02T10:13:40.742570-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.673,bullish,0.673,True,2,0.725,0.5,0.3333,,,0.045,,,,,684.99
2026-03-02T10:14:40.923787-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.674,bullish,0.674,True,4,0.6756,0.75,0.6667,,,0.05,,,,,685.07
2026-03-02T10:15:41.115566-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.642,bullish,0.642,True,2,0.6079,0.5,0.3333,,,0.05,,,,,684.9
2026-03-02T10:16:41.337162-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.618,bullish,0.618,True,2,0.6712,0.5,0.3333,,,0.05,,,,,684.77
2026-03-02T10:17:41.694418-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.638,bullish,0.638,True,2,0.6691,0.0,0.3333,,,0.05,,,,,684.99
2026-03-02T10:18:41.886304-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.617,bullish,0.617,True,4,0.7631,0.75,0.6667,,,0.05,,,,,684.93
2026-03-02T10:19:41.930721-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.547,bullish,0.547,True,,,,,,,,,,,,
2026-03-02T10:20:42.301337-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.588,bullish,0.588,True,2,0.8287,0.5,0.3333,,,0.05,,,,,684.68
2026-03-02T10:21:42.970626-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.598,bullish,0.598,True,2,0.7915,0.5,0.3333,,,0.05,,,,,684.69
2026-03-02T10:22:43.014807-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.528,bullish,0.528,True,,,,,,,,,,,,
2026-03-02T10:23:43.058577-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.494,bullish,0.494,True,,,,,,,,,,,,
2026-03-02T10:24:43.249397-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.555,bullish,0.555,True,2,1.1151,0.5,0.3333,,,0.055,,,,,684.39
2026-03-02T10:25:43.293707-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.527,bullish,0.527,True,,,,,,,,,,,,
2026-03-02T10:26:43.537231-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.505,bullish,0.505,True,,,,,,,,,,,,
2026-03-02T10:27:43.582386-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.488,bullish,0.488,True,,,,,,,,,,,,
2026-03-02T10:28:43.625283-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.438,bullish,0.438,True,,,,,,,,,,,,
2026-03-02T10:29:43.669389-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.422,bullish,0.422,True,,,,,,,,,,,,
2026-03-02T10:30:43.715140-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.459,bullish,0.459,True,,,,,,,,,,,,
2026-03-02T10:31:43.760409-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.391,bullish,0.391,True,,,,,,,,,,,,
2026-03-02T10:32:43.806627-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.354,bullish,0.354,True,,,,,,,,,,,,
2026-03-02T10:33:43.853219-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.441,bearish,0.441,True,,,,,,,,,,,,
2026-03-02T10:34:43.898436-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.458,bearish,0.458,True,,,,,,,,,,,,
2026-03-02T10:35:43.946010-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.435,bearish,0.435,True,,,,,,,,,,,,
2026-03-02T10:36:43.993424-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.439,bearish,0.439,True,,,,,,,,,,,,
2026-03-02T10:37:44.042141-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.471,bearish,0.471,True,,,,,,,,,,,,
2026-03-02T10:38:44.090482-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.441,bearish,0.441,True,,,,,,,,,,,,
2026-03-02T10:39:44.138197-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.377,bearish,0.377,True,,,,,,,,,,,,
2026-03-02T10:40:44.186270-05:00,blocked,confidence,TREND,HIGH,bullish,0.397,bullish,0.397,True,,,,,,,,,,,,
2026-03-02T10:41:44.232550-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.414,bearish,0.414,True,,,,,,,,,,,,
2026-03-02T10:42:44.278513-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.386,bullish,0.386,True,,,,,,,,,,,,
2026-03-02T10:43:44.324870-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.392,bearish,0.392,True,,,,,,,,,,,,
2026-03-02T10:44:44.370501-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.397,bullish,0.397,True,,,,,,,,,,,,
2026-03-02T10:45:44.419576-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.423,bullish,0.423,True,,,,,,,,,,,,
2026-03-02T10:46:44.467166-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.418,bullish,0.418,True,,,,,,,,,,,,
2026-03-02T10:47:44.514176-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.43,bullish,0.43,True,,,,,,,,,,,,
2026-03-02T10:48:44.583611-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.41,bullish,0.41,True,,,,,,,,,,,,
2026-03-02T10:49:44.633799-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.371,bullish,0.371,True,,,,,,,,,,,,
2026-03-02T10:50:44.682363-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.397,bullish,0.397,True,,,,,,,,,,,,
2026-03-02T10:51:44.730026-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.455,bullish,0.455,True,,,,,,,,,,,,
2026-03-02T10:52:44.854564-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.445,bullish,0.445,True,,,,,,,,,,,,
2026-03-02T10:53:44.901899-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.395,bullish,0.395,True,,,,,,,,,,,,
2026-03-02T10:54:44.949225-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.381,bullish,0.381,True,,,,,,,,,,,,
2026-03-02T10:55:44.994905-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.362,bearish,0.362,True,,,,,,,,,,,,
2026-03-02T10:56:45.043051-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.365,bullish,0.365,True,,,,,,,,,,,,
2026-03-02T10:57:45.090724-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.429,bullish,0.429,True,,,,,,,,,,,,
2026-03-02T10:58:45.137780-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.434,bullish,0.434,True,,,,,,,,,,,,
2026-03-02T10:59:45.185553-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.463,bullish,0.463,True,,,,,,,,,,,,
2026-03-02T11:00:45.231801-05:00,blocked,confidence,TREND,HIGH,bullish,0.453,bullish,0.453,True,,,,,,,,,,,,
2026-03-02T11:01:45.279677-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.429,bullish,0.429,True,,,,,,,,,,,,
2026-03-02T11:02:45.326021-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.48,bullish,0.48,True,,,,,,,,,,,,
2026-03-02T11:03:45.373766-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.484,bullish,0.484,True,,,,,,,,,,,,
2026-03-02T11:04:45.421313-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.477,bullish,0.477,True,,,,,,,,,,,,
2026-03-02T11:05:45.468961-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.541,bullish,0.541,True,,,,,,,,,,,,
2026-03-02T11:06:45.666548-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.559,bullish,0.559,True,4,1.0816,1.0,0.6667,,,0.115,,,,,684.79
2026-03-02T11:07:45.921320-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.541,bullish,0.541,True,,,,,,,,,,,,
2026-03-02T11:08:46.384840-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.545,bullish,0.545,True,,,,,,,,,,,,
2026-03-02T11:09:46.433022-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.538,bullish,0.538,True,,,,,,,,,,,,
2026-03-02T11:10:46.625616-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.593,bullish,0.593,True,4,0.9519,0.75,0.6667,,,0.12,,,,,685.48
2026-03-02T11:11:46.672546-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.541,bullish,0.541,True,,,,,,,,,,,,
2026-03-02T11:12:46.863888-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.572,bullish,0.572,True,4,1.0446,0.75,0.6667,,,0.12,,,,,685.49
2026-03-02T11:13:47.313870-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.556,bullish,0.556,True,2,0.8607,0.5,0.3333,,,0.12,,,,,685.46
2026-03-02T11:14:47.363087-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.53,bullish,0.53,True,,,,,,,,,,,,
2026-03-02T11:15:47.621259-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.522,bullish,0.522,True,,,,,,,,,,,,
2026-03-02T11:16:47.669645-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.479,bullish,0.479,True,,,,,,,,,,,,
2026-03-02T11:17:47.716033-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.488,bullish,0.488,True,,,,,,,,,,,,
2026-03-02T11:18:47.763696-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.486,bullish,0.486,True,,,,,,,,,,,,
2026-03-02T11:19:47.814956-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.512,bullish,0.512,True,,,,,,,,,,,,
2026-03-02T11:20:47.864124-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.439,bullish,0.439,True,,,,,,,,,,,,
2026-03-02T11:21:47.912923-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.451,bullish,0.451,True,,,,,,,,,,,,
2026-03-02T11:22:47.958513-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.456,bullish,0.456,True,,,,,,,,,,,,
2026-03-02T11:23:48.007629-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.481,bullish,0.481,True,,,,,,,,,,,,
2026-03-02T11:24:48.058202-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.515,bullish,0.515,True,,,,,,,,,,,,
2026-03-02T11:25:48.104987-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.478,bullish,0.478,True,,,,,,,,,,,,
2026-03-02T11:26:48.155036-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.422,bullish,0.422,True,,,,,,,,,,,,
2026-03-02T11:27:48.200908-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.363,bullish,0.363,True,,,,,,,,,,,,
2026-03-02T11:28:48.249524-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.42,bearish,0.42,True,,,,,,,,,,,,
2026-03-02T11:29:48.296007-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.415,bearish,0.415,True,,,,,,,,,,,,
2026-03-02T11:30:48.343913-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.374,bearish,0.374,True,,,,,,,,,,,,
2026-03-02T11:31:48.393613-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.363,bearish,0.363,True,,,,,,,,,,,,
2026-03-02T11:32:48.442334-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.414,bearish,0.414,True,,,,,,,,,,,,
2026-03-02T11:33:48.490907-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.401,bearish,0.401,True,,,,,,,,,,,,
2026-03-02T11:34:48.539995-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.442,bearish,0.442,True,,,,,,,,,,,,
2026-03-02T11:35:48.590975-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.379,bearish,0.379,True,,,,,,,,,,,,
2026-03-02T11:36:48.642433-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.363,bearish,0.363,True,,,,,,,,,,,,
2026-03-02T11:37:48.689003-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.376,bullish,0.376,True,,,,,,,,,,,,
2026-03-02T11:38:48.739977-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.399,bullish,0.399,True,,,,,,,,,,,,
2026-03-02T11:39:48.786566-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.43,bullish,0.43,True,,,,,,,,,,,,
2026-03-02T11:40:48.832038-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.444,bullish,0.444,True,,,,,,,,,,,,
2026-03-02T11:41:48.883386-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.492,bullish,0.492,True,,,,,,,,,,,,
2026-03-02T11:42:49.155565-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.561,bullish,0.561,True,4,1.3253,1.0,0.6667,,,0.175,,,,,686.15
2026-03-02T11:43:49.680639-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.565,bullish,0.565,True,4,1.2028,0.75,0.6667,,,0.18,,,,,686.13
2026-03-02T11:44:49.902179-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.574,bullish,0.574,True,4,1.0708,0.75,0.6667,,,0.185,,,,,686.24
2026-03-02T11:45:50.132812-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.604,bullish,0.604,True,4,1.0907,0.75,0.6667,,,0.19,,,,,686.44
2026-03-02T11:49:04.822391-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.626,bullish,0.626,True,4,0.9472,0.75,0.6667,,,0.215,,,,,686.49
2026-03-02T11:50:06.733863-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.626,bullish,0.626,True,2,0.9034,0.5,0.3333,,,0.22,,,,,686.47
2026-03-02T11:51:08.510493-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.608,bullish,0.608,True,4,0.903,0.75,0.6667,,,0.22,,,,,686.23
2026-03-02T11:52:10.565260-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.592,bullish,0.592,True,4,0.9739,1.0,0.6667,,,0.22,,,,,686.14
2026-03-02T11:53:13.684302-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.616,bullish,0.616,True,4,0.9637,0.75,0.6667,,,0.22,,,,,686.41
2026-03-02T11:54:15.769042-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.625,bullish,0.625,True,4,0.7419,0.75,0.6667,,,0.225,,,,,686.39
2026-03-02T11:55:18.330547-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.612,bullish,0.612,True,4,0.7528,0.75,0.6667,,,0.225,,,,,686.14
2026-03-02T11:56:20.369448-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.672,bullish,0.672,True,2,0.892,0.5,0.3333,,,0.225,,,,,686.45
2026-03-02T11:57:22.381488-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.678,bullish,0.678,True,2,0.8001,0.0,0.3333,,,0.23,,,,,686.41
2026-03-02T11:58:24.103262-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.671,bullish,0.671,True,4,0.6674,0.75,0.6667,,,0.23,,,,,686.24
2026-03-02T11:59:25.832285-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.678,bullish,0.678,True,2,0.7347,0.5,0.3333,,,0.23,,,,,686.44
2026-03-02T12:00:27.519380-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.67,bullish,0.67,True,4,0.7113,0.75,0.6667,,,0.23,,,,,686.27
2026-03-02T12:01:29.211092-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.67,bullish,0.67,True,4,0.5183,0.75,0.6667,,,0.23,,,,,686.25
2026-03-02T12:02:31.022737-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.658,bullish,0.658,True,4,0.5651,0.75,0.6667,,,0.23,,,,,686.04
2026-03-02T12:04:08.646683-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.63,bullish,0.63,True,2,0.532,0.5,0.3333,,,0.23,,,,,686.07
2026-03-02T12:05:10.523424-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.647,bullish,0.647,True,2,0.6387,0.5,0.3333,,,0.235,,,,,686.32
2026-03-02T12:06:12.258696-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.635,bullish,0.635,True,4,0.6631,0.75,0.6667,,,0.24,,,,,686.36
2026-03-02T12:07:29.426639-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.614,bullish,0.614,True,4,0.6838,0.75,0.6667,,,0.24,,,,,686.5
2026-03-02T12:08:30.001248-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.531,bullish,0.531,True,,,,,,,,,,,,
2026-03-02T12:09:30.834764-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.523,bullish,0.523,True,,,,,,,,,,,,
2026-03-02T12:10:31.407958-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.516,bullish,0.516,True,,,,,,,,,,,,
2026-03-02T12:11:31.998235-05:00,blocked,confidence,VOLATILE,NORMAL,bullish,0.458,bullish,0.458,True,,,,,,,,,,,,
2026-03-02T12:12:32.602858-05:00,blocked,confidence,VOLATILE,NORMAL,bullish,0.458,bullish,0.458,True,,,,,,,,,,,,
2026-03-02T12:13:33.183075-05:00,blocked,confidence,VOLATILE,NORMAL,bullish,0.454,bullish,0.454,True,,,,,,,,,,,,
2026-03-02T12:14:33.228356-05:00,blocked,confidence,VOLATILE,NORMAL,bullish,0.477,bullish,0.477,True,,,,,,,,,,,,
2026-03-02T12:15:33.284255-05:00,blocked,confidence,VOLATILE,NORMAL,bullish,0.484,bullish,0.484,True,,,,,,,,,,,,
2026-03-02T12:16:33.390589-05:00,blocked,confidence,VOLATILE,NORMAL,bullish,0.52,bullish,0.52,True,,,,,,,,,,,,
2026-03-02T12:17:33.447383-05:00,blocked,confidence,VOLATILE,NORMAL,bullish,0.502,bullish,0.502,True,,,,,,,,,,,,
2026-03-02T12:18:33.755723-05:00,blocked,confidence,VOLATILE,NORMAL,bullish,0.533,bullish,0.533,True,,,,,,,,,,,,
2026-03-02T12:19:34.545669-05:00,blocked,confidence,VOLATILE,NORMAL,bullish,0.526,bullish,0.526,True,,,,,,,,,,,,
2026-03-02T12:22:03.120630-05:00,blocked,confidence,VOLATILE,NORMAL,bullish,0.538,bullish,0.538,True,,,,,,,,,,,,
2026-03-02T12:23:03.707851-05:00,blocked,confidence,VOLATILE,NORMAL,bullish,0.53,bullish,0.53,True,,,,,,,,,,,,
2026-03-02T12:25:03.420489-05:00,blocked,confidence,TREND,NORMAL,bullish,0.538,bullish,0.538,True,,,,,,,,,,,,
2026-03-02T12:26:03.997448-05:00,blocked,confidence,TREND,NORMAL,bullish,0.528,bullish,0.528,True,,,,,,,,,,,,
2026-03-02T12:27:04.594642-05:00,blocked,confidence,TREND,NORMAL,bullish,0.525,bullish,0.525,True,,,,,,,,,,,,
2026-03-02T12:28:05.165147-05:00,blocked,confidence,TREND,NORMAL,bullish,0.505,bullish,0.505,True,,,,,,,,,,,,
2026-03-02T12:29:05.943072-05:00,blocked,confidence,TREND,NORMAL,bullish,0.524,bullish,0.524,True,,,,,,,,,,,,
2026-03-02T12:30:06.618081-05:00,blocked,confidence,TREND,NORMAL,bullish,0.51,bullish,0.51,True,,,,,,,,,,,,
2026-03-02T12:31:07.833665-05:00,blocked,confidence,TREND,NORMAL,bullish,0.512,bullish,0.512,True,,,,,,,,,,,,
2026-03-02T12:32:08.428922-05:00,blocked,confidence,TREND,NORMAL,bullish,0.512,bullish,0.512,True,,,,,,,,,,,,
2026-03-02T12:33:09.037408-05:00,blocked,confidence,TREND,NORMAL,bullish,0.5,bullish,0.5,True,,,,,,,,,,,,
2026-03-02T12:34:09.662796-05:00,blocked,confidence,TREND,NORMAL,bullish,0.483,bullish,0.483,True,,,,,,,,,,,,
2026-03-02T12:35:10.399112-05:00,blocked,confidence,VOLATILE,NORMAL,bullish,0.458,bullish,0.458,True,,,,,,,,,,,,
2026-03-02T12:36:11.184481-05:00,blocked,confidence,TREND,NORMAL,bullish,0.466,bullish,0.466,True,,,,,,,,,,,,
2026-03-02T12:37:11.809111-05:00,blocked,confidence,TREND,NORMAL,bullish,0.536,bullish,0.536,True,,,,,,,,,,,,
2026-03-02T12:38:12.403472-05:00,blocked,confidence,VOLATILE,NORMAL,bullish,0.533,bullish,0.533,True,,,,,,,,,,,,
2026-03-02T12:39:12.977473-05:00,blocked,confidence,VOLATILE,NORMAL,bullish,0.469,bullish,0.469,True,,,,,,,,,,,,
